attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
37053,Kansas City Royals,0,11,4,https://www.baseball-reference.com/boxes/SEA/SEA201605010.shtml,"Sunday, May 1, 2016",,: 3:14,"Day Game, on grass",Seattle Mariners,1,8,1,"<!--  
    
Umpires: HP - D.J. Reyburn, 1B - Clint Fagan, 2B - Vic Carapazza, 3B - Bill Welke.Time of Game: 3:14.
Attendance: 37,053.
Field Condition: Unknown.
Start Time Weather: 66&deg; F, Wind 8mph out to Centerfield, Sunny.

    

-->",Start Time: 1:10 p.m. Local, Safeco Field
28755,Cincinnati Reds,0,8,6,https://www.baseball-reference.com/boxes/PIT/PIT201605010.shtml,"Sunday, May 1, 2016",,: 3:42,"Day Game, on grass",Pittsburgh Pirates,4,9,5,"<!--  
    
Umpires: HP - Will Little, 1B - Ted Barrett, 2B - Sean Barber, 3B - Angel Hernandez.Time of Game: 3:42.
Attendance: 28,755.
Field Condition: Unknown.
Start Time Weather: 67&deg; F, Wind 8mph out to Rightfield.

    

-->",Start Time: 1:36 p.m. Local, PNC Park
23809,Cleveland Indians,0,4,1,https://www.baseball-reference.com/boxes/PHI/PHI201605010.shtml,"Sunday, May 1, 2016",,: 2:40,"Day Game, on grass",Philadelphia Phillies,2,4,2,"<!--  
    
Umpires: HP - Larry Vanover, 1B - Alfonso Marquez, 2B - Chris Guccione, 3B - David Rackley.Time of Game: 2:40.
Attendance: 23,809.
Field Condition: Unknown.
Start Time Weather: 51&deg; F, Wind 1mph out to Centerfield, Overcast.

    

-->",Start Time: 2:40 p.m. Local, Citizens Bank Park
24135,Houston Astros,0,2,2,https://www.baseball-reference.com/boxes/OAK/OAK201605010.shtml,"Sunday, May 1, 2016",,: 2:50,"Day Game, on grass",Oakland Athletics,0,8,1,"<!--  
    
Umpires: HP - Todd Tichenor, 1B - Bill Miller, 2B - Pat Hoberg, 3B - Brian Knight.Time of Game: 2:50.
Attendance: 24,135.
Field Condition: Unknown.
Start Time Weather: 71&deg; F, Wind 5mph out to Rightfield, Sunny.

    

-->",Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
39077,San Francisco Giants,0,8,6,https://www.baseball-reference.com/boxes/NYN/NYN201605010.shtml,"Sunday, May 1, 2016",,: 3:19,"Day Game, on grass",New York Mets,0,10,1,"<!--  
    
Umpires: HP - Ron Kulpa, 1B - Chris Conroy, 2B - Gabe Morales, 3B - Paul Nauert.Time of Game: 3:19.
Attendance: 39,077.
Field Condition: Wet.
Start Time Weather: 50&deg; F, Wind 14mph from Right to Left, Drizzle.

    

-->",Start Time: 1:12 p.m. Local, Citi Field
24749,Detroit Tigers,0,14,6,https://www.baseball-reference.com/boxes/MIN/MIN201605010.shtml,"Sunday, May 1, 2016",,: 3:33,"Day Game, on grass",Minnesota Twins,0,11,5,"<!--  
    
Umpires: HP - Brian Gorman, 1B - Mike DiMuro, 2B - Ryan Blakney, 3B - Quinn Wolcott.Time of Game: 3:33.
Attendance: 24,749.
Field Condition: Unknown.
Start Time Weather: 58&deg; F, Wind 10mph in from Leftfield, Cloudy.

    

-->",Start Time: 1:11 p.m. Local, Target Field
28181,Miami Marlins,1,16,5,https://www.baseball-reference.com/boxes/MIL/MIL201605010.shtml,"Sunday, May 1, 2016",,: 3:21,"Day Game, on grass",Milwaukee Brewers,0,18,14,"<!--  
    
Umpires: HP - Kerwin Danley, 1B - Tony Randazzo, 2B - Dan Bellino, 3B - Adam Hamari.Time of Game: 3:21.
Attendance: 28,181.
Start Time Weather: 67&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:11 p.m. Local, Miller Park
49271,San Diego Padres,1,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201605010.shtml,"Sunday, May 1, 2016",,: 2:07,"Day Game, on grass",Los Angeles Dodgers,0,3,1,"<!--  
    
Umpires: HP - Marty Foster, 1B - Mike Muchlinski, 2B - Mike Winters, 3B - Mark Wegner.Time of Game: 2:07.
Attendance: 49,271.
Field Condition: Unknown.
Start Time Weather: 70&deg; F, Wind 6mph out to Centerfield, Sunny.

    

-->",Start Time: 1:10 p.m. Local, Dodger Stadium
40164,Atlanta Braves,1,5,4,https://www.baseball-reference.com/boxes/CHN/CHN201605010.shtml,"Sunday, May 1, 2016",,: 3:04,"Day Game, on grass",Chicago Cubs,1,6,3,"<!--  
    
Umpires: HP - Jim Reynolds, 1B - Manny Gonzalez, 2B - Fieldin Culbreth, 3B - CB Bucknor.Time of Game: 3:04.
Attendance: 40,164.
Field Condition: Unknown.
Start Time Weather: 44&deg; F, Wind 14mph in from Centerfield, Overcast.

    

-->",Start Time: 1:21 p.m. Local, Wrigley Field
34279,New York Yankees,2,9,7,https://www.baseball-reference.com/boxes/BOS/BOS201605010.shtml,"Sunday, May 1, 2016",,: 3:17,"Night Game, on grass",Boston Red Sox,0,14,8,"<!--  
    
Umpires: HP - Alan Porter, 1B - John Tumpane, 2B - Lance Barksdale, 3B - Dan Iassogna.Time of Game: 3:17.
Attendance: 34,279.
Field Condition: Wet.
Start Time Weather: 49&deg; F, Wind 9mph from Right to Left, Drizzle.

    

-->",Start Time: 8:09 p.m. Local, Fenway Park
40087,Philadelphia Phillies,0,5,1,https://www.baseball-reference.com/boxes/SLN/SLN201605030.shtml,"Tuesday, May 3, 2016",,: 2:31,"Night Game, on grass",St. Louis Cardinals,0,3,0,"<!--  
    
Umpires: HP - Ryan Blakney, 1B - Quinn Wolcott, 2B - Mark Carlson, 3B - Mike DiMuro.Time of Game: 2:31.
Attendance: 40,087.
Field Condition: Unknown.
Start Time Weather: 63&deg; F, Wind 5mph out to Rightfield, Cloudy.

    

-->",Start Time: 7:15 p.m. Local, Busch Stadium III
42338,Pittsburgh Pirates,0,11,4,https://www.baseball-reference.com/boxes/SLN/SLN201605070.shtml,"Saturday, May 7, 2016",,: 3:23,"Day Game, on grass",St. Louis Cardinals,1,9,6,"<!--  
    
Umpires: HP - Dana DeMuth, 1B - Greg Gibson, 2B - Ed Hickox, 3B - Mike Estabrook.Time of Game: 3:23.
Attendance: 42,338.
Field Condition: Unknown.
Start Time Weather: 84&deg; F, Wind 14mph out to Rightfield, Sunny.

    

-->",Start Time: 1:16 p.m. Local, Busch Stadium III
41590,Colorado Rockies,0,12,1,https://www.baseball-reference.com/boxes/SFN/SFN201605070.shtml,"Saturday, May 7, 2016",,: 4:20,"Day Game, on grass",San Francisco Giants,0,7,2,"<!--  
    
Umpires: HP - Fieldin Culbreth, 1B - CB Bucknor, 2B - Jim Reynolds, 3B - Nic Lentz.Time of Game: 4:20.
Attendance: 41,590.
Field Condition: Unknown.
Start Time Weather: 60&deg; F, Wind 6mph out to Centerfield, Overcast.

    

-->",Start Time: 1:05 p.m. Local, AT&T Park
41028,New York Mets,0,9,6,https://www.baseball-reference.com/boxes/SDN/SDN201605070.shtml,"Saturday, May 7, 2016",,: 2:52,"Night Game, on grass",San Diego Padres,0,8,3,"<!--  
    
Umpires: HP - Hunter Wendelstedt, 1B - Ramon De Jesus, 2B - Tripp Gibson, 3B - Jerry Layne.Time of Game: 2:52.
Attendance: 41,028.
Field Condition: Unknown.
Start Time Weather: 60&deg; F, Wind 15mph from Left to Right, Sunny.

    

-->",Start Time: 5:41 p.m. Local, Petco Park
47822,Boston Red Sox,0,6,2,https://www.baseball-reference.com/boxes/NYA/NYA201605070.shtml,"Saturday, May 7, 2016",,: 3:09,"Day Game, on grass",New York Yankees,1,11,8,"<!--  
    
Umpires: HP - Chris Conroy, 1B - Gabe Morales, 2B - Jerry Meals, 3B - Ron Kulpa.Time of Game: 3:09.
Attendance: 47,822.
Field Condition: Unknown.
Start Time Weather: 53&deg; F, Wind 10mph in from Leftfield.

    

-->",Start Time: 1:08 p.m. Local, Yankee Stadium III
21719,Philadelphia Phillies,0,5,4,https://www.baseball-reference.com/boxes/MIA/MIA201605070.shtml,"Saturday, May 7, 2016",,: 3:20,"Night Game, on grass",Miami Marlins,1,10,3,"<!--  
    
Umpires: HP - Dale Scott, 1B - Bob Davidson, 2B - Lance Barrett, 3B - Dan Iassogna.Time of Game: 3:20.
Attendance: 21,719.
Field Condition: Unknown.
Start Time Weather: 78&deg; F, Wind 5mph in from Leftfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Marlins Park
31559,Seattle Mariners,0,11,3,https://www.baseball-reference.com/boxes/HOU/HOU201605070.shtml,"Saturday, May 7, 2016",,: 3:27,"Night Game, on grass",Houston Astros,1,8,2,"<!--  
    
Umpires: HP - Ben May, 1B - Jeff Nelson, 2B - Laz Diaz, 3B - Manny Gonzalez.Time of Game: 3:27.
Attendance: 31,559.
Field Condition: Unknown.
Start Time Weather: 81&deg; F, Wind 11mph in from Leftfield, Cloudy.

    

-->",Start Time: 6:11 p.m. Local, Minute Maid Park
35551,Texas Rangers,0,10,10,https://www.baseball-reference.com/boxes/DET/DET201605070.shtml,"Saturday, May 7, 2016",,: 3:14,"Day Game, on grass",Detroit Tigers,0,11,5,"<!--  
    
Umpires: HP - Alfonso Marquez, 1B - Chris Guccione, 2B - David Rackley, 3B - Larry Vanover.Time of Game: 3:14.
Attendance: 35,551.
Field Condition: Unknown.
Start Time Weather: 68&deg; F, Wind 8mph from Right to Left, Overcast.

    

-->",Start Time: 1:10 p.m. Local, Comerica Park
17302,Kansas City Royals,0,12,7,https://www.baseball-reference.com/boxes/CLE/CLE201605070.shtml,"Saturday, May 7, 2016",,: 2:41,"Day Game, on grass",Cleveland Indians,0,6,0,"<!--  
    
Umpires: HP - Ryan Blakney, 1B - Quinn Wolcott, 2B - Mark Carlson, 3B - Mike DiMuro.Time of Game: 2:41.
Attendance: 17,302.
Field Condition: Unknown.
Start Time Weather: 69&deg; F, Wind 5mph from Right to Left, Overcast.

    

-->",Start Time: 4:10 p.m. Local, Progressive Field
27567,Milwaukee Brewers,2,15,13,https://www.baseball-reference.com/boxes/CIN/CIN201605070.shtml,"Saturday, May 7, 2016",,: 3:38,"Night Game, on grass",Cincinnati Reds,3,11,7,"<!--  
    
Umpires: HP - Jim Wolf, 1B - Sean Barber, 2B - Adrian Johnson, 3B - Gary Cederstrom.Time of Game: 3:38.
Attendance: 27,567.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 11mph out to Leftfield, Overcast.

    

-->",Start Time: 7:10 p.m. Local, Great American Ball Park
40471,Washington Nationals,0,6,5,https://www.baseball-reference.com/boxes/CHN/CHN201605070.shtml,"Saturday, May 7, 2016",,: 3:32,"Day Game, on grass",Chicago Cubs,1,11,8,"<!--  
    
Umpires: HP - Clint Fagan, 1B - D.J. Reyburn, 2B - Vic Carapazza, 3B - John Hirschbeck.Time of Game: 3:32.
Attendance: 40,471.
Field Condition: Unknown.
Start Time Weather: 51&deg; F, Wind 23mph in from Leftfield, Sunny.

    

-->",Start Time: 3:05 p.m. Local, Wrigley Field
28049,Minnesota Twins,0,4,2,https://www.baseball-reference.com/boxes/CHA/CHA201605070.shtml,"Saturday, May 7, 2016",,: 2:58,"Night Game, on grass",Chicago White Sox,0,13,7,"<!--  
    
Umpires: HP - Bill Miller, 1B - Pat Hoberg, 2B - Brian Knight, 3B - Todd Tichenor.Time of Game: 2:58.
Attendance: 28,049.
Field Condition: Unknown.
Start Time Weather: 60&deg; F, Wind 16mph from Left to Right, Sunny.

    

-->",Start Time: 6:10 p.m. Local, U.S. Cellular Field
29862,Oakland Athletics,1,9,2,https://www.baseball-reference.com/boxes/BAL/BAL201605072.shtml,"Saturday, May 7, 2016",,: 2:32,"Night Game, on grass",Baltimore Orioles,0,8,5,"<!--  
    
Umpires: HP - Mike Everitt, 1B - Tim Timmons, 2B - Paul Emmel, 3B - Toby Basner.Time of Game: 2:32.
Attendance: 29,862.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 1mph from Right to Left, Sunny.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
15230,Tampa Bay Rays,1,4,2,https://www.baseball-reference.com/boxes/SEA/SEA201605090.shtml,"Monday, May 9, 2016",,: 3:05,"Night Game, on grass",Seattle Mariners,0,9,5,"<!--  
    
Umpires: HP - Tripp Gibson, 1B - Jerry Layne, 2B - Hunter Wendelstedt, 3B - Gabe Morales.Time of Game: 3:05.
Attendance: 15,230.
Field Condition: Unknown.
Start Time Weather: 66&deg; F, Wind 3mph out to Rightfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Safeco Field
14604,Oakland Athletics,1,11,6,https://www.baseball-reference.com/boxes/TBA/TBA201605130.shtml,"Friday, May 13, 2016",,: 3:07,"Night Game, on turf",Tampa Bay Rays,0,5,3,"<!--  
    
Umpires: HP - Brian Gorman, 1B - Mark Carlson, 2B - Ryan Blakney, 3B - Mike DiMuro.Time of Game: 3:07.
Attendance: 14,604.
Start Time Weather: 72&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Tropicana Field
34579,Los Angeles Angels of Anaheim,0,13,7,https://www.baseball-reference.com/boxes/SEA/SEA201605130.shtml,"Friday, May 13, 2016",,: 3:41,"Night Game, on grass",Seattle Mariners,0,10,6,"<!--  
    
Umpires: HP - Jim Reynolds, 1B - Nic Lentz, 2B - Mark Ripperger, 3B - Fieldin Culbreth.Time of Game: 3:41.
Attendance: 34,579.
Field Condition: Unknown.
Start Time Weather: 76&deg; F, Wind 2mph out to Centerfield.

    

-->",Start Time: 7:10 p.m. Local, Safeco Field
22230,Cincinnati Reds,0,4,2,https://www.baseball-reference.com/boxes/PHI/PHI201605130.shtml,"Friday, May 13, 2016",,: 2:37,"Night Game, on grass",Philadelphia Phillies,1,7,3,"<!--  
    
Umpires: HP - D.J. Reyburn, 1B - Vic Carapazza, 2B - John Hirschbeck, 3B - Ramon De Jesus.Time of Game: 2:37.
Attendance: 22,230.
Field Condition: Unknown.
Start Time Weather: 68&deg; F, Wind 6mph from Left to Right.

    

-->",Start Time: 7:09 p.m. Local, Citizens Bank Park
34264,Chicago White Sox,0,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201605130.shtml,"Friday, May 13, 2016",,: 2:45,"Night Game, on grass",New York Yankees,0,6,1,"<!--  
    
Umpires: HP - Marty Foster, 1B - Mike Muchlinski, 2B - Clint Fagan, 3B - Mike Winters.Time of Game: 2:45.
Attendance: 34,264.
Field Condition: Wet.
Start Time Weather: 62&deg; F, Wind 1mph in unknown direction, Drizzle.

    

-->",Start Time: 7:08 p.m. Local, Yankee Stadium III
35291,San Diego Padres,0,3,0,https://www.baseball-reference.com/boxes/MIL/MIL201605130.shtml,"Friday, May 13, 2016",,: 2:56,"Night Game, on grass",Milwaukee Brewers,2,7,1,"<!--  
    
Umpires: HP - Laz Diaz, 1B - Manny Gonzalez, 2B - Ben May, 3B - Jeff Nelson.Time of Game: 2:56.
Attendance: 35,291.
Start Time Weather: 67&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Miller Park
46716,St. Louis Cardinals,4,9,4,https://www.baseball-reference.com/boxes/LAN/LAN201605130.shtml,"Friday, May 13, 2016",,: 3:01,"Night Game, on grass",Los Angeles Dodgers,1,11,8,"<!--  
    
Umpires: HP - Dan Bellino, 1B - Adam Hamari, 2B - Tom Hallion, 3B - Tony Randazzo.Time of Game: 3:01.
Attendance: 46,716.
Field Condition: Unknown.
Start Time Weather: 67&deg; F, Wind 7mph out to Rightfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Dodger Stadium
33132,Atlanta Braves,2,7,1,https://www.baseball-reference.com/boxes/KCA/KCA201605130.shtml,"Friday, May 13, 2016",,: 2:45,"Night Game, on grass",Kansas City Royals,1,7,5,"<!--  
    
Umpires: HP - Greg Gibson, 1B - Ed Hickox, 2B - Mike Estabrook, 3B - Jordan Baker.Time of Game: 2:45.
Attendance: 33,132.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 21mph from Left to Right.

    

-->",Start Time: 7:15 p.m. Local, Kauffman Stadium
38712,New York Mets,0,6,2,https://www.baseball-reference.com/boxes/COL/COL201605130.shtml,"Friday, May 13, 2016",,: 2:48,"Night Game, on grass",Colorado Rockies,0,12,5,"<!--  
    
Umpires: HP - Rob Drake, 1B - Carlos Torres, 2B - Cory Blaser, 3B - Gerry Davis.Time of Game: 2:48.
Attendance: 38,712.
Field Condition: Unknown.
Start Time Weather: 56&deg; F, Wind 8mph from Right to Left.

    

-->",Start Time: 6:42 p.m. Local, Coors Field
17803,Minnesota Twins,1,8,6,https://www.baseball-reference.com/boxes/CLE/CLE201605130.shtml,"Friday, May 13, 2016",,: 3:07,"Night Game, on grass",Cleveland Indians,2,8,7,"<!--  
    
Umpires: HP - Ted Barrett, 1B - Angel Hernandez, 2B - Sean Barber, 3B - Will Little.Time of Game: 3:07.
Attendance: 17,803.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 11mph from Left to Right, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Progressive Field
37479,Pittsburgh Pirates,0,11,4,https://www.baseball-reference.com/boxes/CHN/CHN201605130.shtml,"Friday, May 13, 2016",,: 2:55,"Day Game, on grass",Chicago Cubs,1,11,9,"<!--  
    
Umpires: HP - Pat Hoberg, 1B - Brian Knight, 2B - Todd Tichenor, 3B - Bill Welke.Time of Game: 2:55.
Attendance: 37,479.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 11mph out to Rightfield, Cloudy.

    

-->",Start Time: 1:20 p.m. Local, Wrigley Field
33148,Houston Astros,0,13,7,https://www.baseball-reference.com/boxes/BOS/BOS201605130.shtml,"Friday, May 13, 2016",,: 3:49,"Night Game, on grass",Boston Red Sox,0,11,6,"<!--  
    
Umpires: HP - Andy Fletcher, 1B - Toby Basner, 2B - Joe West, 3B - Kerwin Danley.Time of Game: 3:49.
Attendance: 33,148.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 12mph out to Centerfield.

    

-->",Start Time: 7:10 p.m. Local, Fenway Park
30488,Detroit Tigers,0,6,0,https://www.baseball-reference.com/boxes/BAL/BAL201605130.shtml,"Friday, May 13, 2016",,: 2:39,"Night Game, on grass",Baltimore Orioles,0,4,1,"<!--  
    
Umpires: HP - Alan Porter, 1B - John Tumpane, 2B - Jeff Kellogg, 3B - Mark Wegner.Time of Game: 2:39.
Attendance: 30,488.
Field Condition: Unknown.
Start Time Weather: 75&deg; F, Wind 4mph out to Rightfield, Sunny.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
27869,Cincinnati Reds,1,14,9,https://www.baseball-reference.com/boxes/PHI/PHI201605150.shtml,"Sunday, May 15, 2016",,: 3:52,"Day Game, on grass",Philadelphia Phillies,2,12,4,"<!--  
    
Umpires: HP - John Hirschbeck, 1B - Ramon De Jesus, 2B - D.J. Reyburn, 3B - Vic Carapazza.Time of Game: 3:52.
Attendance: 27,869.
Field Condition: Unknown.
Start Time Weather: 54&deg; F, Wind 23mph from Left to Right.

    

-->",Start Time: 1:39 p.m. Local, Citizens Bank Park
27257,Atlanta Braves,0,8,7,https://www.baseball-reference.com/boxes/PHI/PHI201605200.shtml,"Friday, May 20, 2016",,: 3:00,"Night Game, on grass",Philadelphia Phillies,2,6,1,"<!--  
    
Umpires: HP - Sam Holbrook, 1B - Gerry Davis, 2B - Rob Drake, 3B - Carlos Torres.Time of Game: 3:00.
Attendance: 27,257.
Field Condition: Unknown.
Start Time Weather: 72&deg; F, Wind 4mph from Left to Right.

    

-->",Start Time: 7:07 p.m. Local, Citizens Bank Park
28235,New York Yankees,1,13,8,https://www.baseball-reference.com/boxes/OAK/OAK201605200.shtml,"Friday, May 20, 2016",,: 3:13,"Night Game, on grass",Oakland Athletics,3,6,3,"<!--  
    
Umpires: HP - Bill Miller, 1B - Pat Hoberg, 2B - Brian Knight, 3B - Todd Tichenor.Time of Game: 3:13.
Attendance: 28,235.
Field Condition: Unknown.
Start Time Weather: 59&deg; F, Wind 22mph out to Rightfield.

    

-->",Start Time: 6:38 p.m. Local, Oakland-Alameda County Coliseum
36239,Milwaukee Brewers,0,3,2,https://www.baseball-reference.com/boxes/NYN/NYN201605200.shtml,"Friday, May 20, 2016",,: 2:31,"Night Game, on grass",New York Mets,0,7,3,"<!--  
    
Umpires: HP - Jim Wolf, 1B - Adrian Johnson, 2B - Gary Cederstrom, 3B - Lance Barksdale.Time of Game: 2:31.
Attendance: 36,239.
Field Condition: Unknown.
Start Time Weather: 69&deg; F, Wind 12mph out to Leftfield, Sunny.

    

-->",Start Time: 7:11 p.m. Local, Citi Field
29396,Toronto Blue Jays,2,14,9,https://www.baseball-reference.com/boxes/MIN/MIN201605200.shtml,"Friday, May 20, 2016",,: 2:48,"Night Game, on grass",Minnesota Twins,0,10,3,"<!--  
    
Umpires: HP - Andy Fletcher, 1B - Toby Basner, 2B - Mark Ripperger, 3B - Joe West.Time of Game: 2:48.
Attendance: 29,396.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 6mph from Right to Left, Cloudy.

    

-->",Start Time: 7:11 p.m. Local, Target Field
20017,Washington Nationals,0,8,4,https://www.baseball-reference.com/boxes/MIA/MIA201605200.shtml,"Friday, May 20, 2016",,: 2:53,"Night Game, on grass",Miami Marlins,0,9,1,"<!--  
    
Umpires: HP - Paul Emmel, 1B - Mike Everitt, 2B - Tim Timmons, 3B - Mike Estabrook.Time of Game: 2:53.
Attendance: 20,017.
Start Time Weather: 77&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:11 p.m. Local, Marlins Park
28724,Texas Rangers,0,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201605200.shtml,"Friday, May 20, 2016",,: 2:33,"Night Game, on grass",Houston Astros,0,6,1,"<!--  
    
Umpires: HP - Nic Lentz, 1B - CB Bucknor, 2B - Fieldin Culbreth, 3B - Jim Reynolds.Time of Game: 2:33.
Attendance: 28,724.
Field Condition: Unknown.
Start Time Weather: 82&deg; F, Wind 9mph in from Leftfield, Sunny.

    

-->",Start Time: 7:11 p.m. Local, Minute Maid Park
30304,Tampa Bay Rays,2,8,7,https://www.baseball-reference.com/boxes/DET/DET201605200.shtml,"Friday, May 20, 2016",,: 3:26,"Night Game, on grass",Detroit Tigers,1,11,5,"<!--  
    
Umpires: HP - Jerry Meals, 1B - Ron Kulpa, 2B - Paul Nauert, 3B - Chris Conroy.Time of Game: 3:26.
Attendance: 30,304.
Field Condition: Unknown.
Start Time Weather: 68&deg; F, Wind 9mph out to Rightfield.

    

-->",Start Time: 7:10 p.m. Local, Comerica Park
20435,Seattle Mariners,0,10,8,https://www.baseball-reference.com/boxes/CIN/CIN201605200.shtml,"Friday, May 20, 2016",,: 3:10,"Night Game, on grass",Cincinnati Reds,0,8,3,"<!--  
    
Umpires: HP - Tom Hallion, 1B - Tony Randazzo, 2B - Dan Bellino, 3B - Adam Hamari.Time of Game: 3:10.
Attendance: 20,435.
Field Condition: Wet.
Start Time Weather: 59&deg; F, Wind 7mph from Right to Left, Rain.

    

-->",Start Time: 7:55 p.m. Local, Great American Ball Park
24020,Kansas City Royals,1,12,4,https://www.baseball-reference.com/boxes/CHA/CHA201605200.shtml,"Friday, May 20, 2016",,: 2:59,"Night Game, on grass",Chicago White Sox,1,6,1,"<!--  
    
Umpires: HP - Hunter Wendelstedt, 1B - Gabe Morales, 2B - Scott Barry, 3B - Jerry Layne.Time of Game: 2:59.
Attendance: 24,020.
Field Condition: Unknown.
Start Time Weather: 64&deg; F, Wind 13mph from Left to Right.

    

-->",Start Time: 7:11 p.m. Local, U.S. Cellular Field
