attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,week_day,year,fiedl_type
21550.0,Cleveland Indians,0,10,6,May 24, 251,Night Game,Chicago White Sox,0,6,2, 7:10pm, U.S. Cellular Field,Tuesday,2016,on grass
36123.0,Colorado Rockies,1,6,3,May 24, 255,Night Game,Boston Red Sox,0,12,8, 7:10pm, Fenway Park,Tuesday,2016,on grass
15185.0,Milwaukee Brewers,1,4,2,May 24, 308,Night Game,Atlanta Braves,0,5,1, 7:10pm, Turner Field,Tuesday,2016,on grass
31264.0,New York Mets,0,11,7,May 23, 233,Night Game,Washington Nationals,0,6,1, 8:12pm, Nationals Park,Monday,2016,on grass
25298.0,Los Angeles Angels of Anaheim,1,9,2,May 23, 256,Night Game,Texas Rangers,0,7,0, 7:07pm, Globe Life Park in Arlington,Monday,2016,on grass
45008.0,Chicago Cubs,1,9,3,May 23, 248,Night Game,St. Louis Cardinals,0,5,4, 7:16pm, Busch Stadium III,Monday,2016,on grass
42099.0,San Diego Padres,1,2,0,May 23, 237,Night Game,San Francisco Giants,0,5,1, 7:14pm, AT&T Park,Monday,2016,on grass
16370.0,Oakland Athletics,0,7,5,May 23, 240,Night Game,Seattle Mariners,2,9,0, 7:10pm, Safeco Field,Monday,2016,on grass
34529.0,Colorado Rockies,1,7,3,May 23, 310,Day Game,Pittsburgh Pirates,0,7,6, 12:37pm, PNC Park,Monday,2016,on grass
17886.0,Kansas City Royals,1,17,10,May 23, 329,Night Game,Minnesota Twins,1,12,4, 7:11pm, Target Field,Monday,2016,on grass
17969.0,Tampa Bay Rays,0,12,6,May 23, 311,Night Game,Miami Marlins,0,14,7, 7:13pm, Marlins Park,Monday,2016,on grass
42519.0,Cincinnati Reds,3,2,0,May 23, 211,Night Game,Los Angeles Dodgers,0,5,1, 7:10pm, Dodger Stadium,Monday,2016,on grass
26400.0,Philadelphia Phillies,1,12,4,May 23, 310,Night Game,Detroit Tigers,1,12,5, 7:10pm, Comerica Park,Monday,2016,on grass
18323.0,Cleveland Indians,1,7,5,May 23, 240,Night Game,Chicago White Sox,0,6,1, 8:00pm, U.S. Cellular Field,Monday,2016,on grass
43829.0,Arizona Diamondbacks,0,13,7,May 22, 244,Day Game,St. Louis Cardinals,1,6,2, 1:16pm, Busch Stadium III,Sunday,2016,on grass
41359.0,Chicago Cubs,0,3,0,May 22, 233,Night Game,San Francisco Giants,0,4,1, 5:08pm, AT&T Park,Sunday,2016,on grass
43100.0,Los Angeles Dodgers,1,16,9,May 22, 547,Day Game,San Diego Padres,0,9,5, 1:43pm, Petco Park,Sunday,2016,on grass
23367.0,Atlanta Braves,0,6,0,May 22, 235,Day Game,Philadelphia Phillies,0,13,5, 1:38pm, Citizens Bank Park,Sunday,2016,on grass
25237.0,New York Yankees,2,10,5,May 22, 255,Day Game,Oakland Athletics,1,6,4, 1:07pm, Oakland-Alameda County Coliseum,Sunday,2016,on grass
40173.0,Milwaukee Brewers,0,8,1,May 22, 259,Day Game,New York Mets,1,6,3, 1:12pm, Citi Field,Sunday,2016,on grass
33421.0,Toronto Blue Jays,0,9,3,May 22, 229,Day Game,Minnesota Twins,1,3,1, 1:13pm, Target Field,Sunday,2016,on grass
24308.0,Washington Nationals,0,10,8,May 22, 256,Day Game,Miami Marlins,1,6,2, 1:12pm, Marlins Park,Sunday,2016,on grass
35035.0,Texas Rangers,1,13,9,May 22, 236,Day Game,Houston Astros,0,5,2, 1:11pm, Minute Maid Park,Sunday,2016,on grass
34758.0,Tampa Bay Rays,0,10,4,May 22, 303,Day Game,Detroit Tigers,0,13,9, 1:10pm, Comerica Park,Sunday,2016,on grass
24123.0,Seattle Mariners,0,12,5,May 22, 259,Day Game,Cincinnati Reds,2,8,4, 1:10pm, Great American Ball Park,Sunday,2016,on grass
34526.0,Kansas City Royals,0,8,2,May 22, 246,Day Game,Chicago White Sox,0,7,3, 1:10pm, U.S. Cellular Field,Sunday,2016,on grass
36021.0,Cleveland Indians,0,6,2,May 22, 323,Day Game,Boston Red Sox,0,12,5, 1:35pm, Fenway Park,Sunday,2016,on grass
45117.0,Arizona Diamondbacks,1,8,2,May 21, 253,Day Game,St. Louis Cardinals,1,10,6, 3:05pm, Busch Stadium III,Saturday,2016,on grass
41507.0,Chicago Cubs,0,10,3,May 21, 317,Day Game,San Francisco Giants,0,9,5, 4:15pm, AT&T Park,Saturday,2016,on grass
40221.0,Los Angeles Dodgers,1,4,2,May 21, 339,Night Game,San Diego Padres,0,5,3, 7:12pm, Petco Park,Saturday,2016,on grass
31352.0,Colorado Rockies,1,6,5,May 21, 302,Night Game,Pittsburgh Pirates,3,9,1, 5:01pm, PNC Park,Saturday,2016,on grass
20196.0,Atlanta Braves,0,6,2,May 21, 256,Day Game,Philadelphia Phillies,0,2,0, 3:07pm, Citizens Bank Park,Saturday,2016,on grass
26356.0,New York Yankees,0,8,5,May 21, 246,Day Game,Oakland Athletics,1,6,1, 1:07pm, Oakland-Alameda County Coliseum,Saturday,2016,on grass
39688.0,Milwaukee Brewers,0,7,4,May 21, 309,Day Game,New York Mets,0,9,5, 4:11pm, Citi Field,Saturday,2016,on grass
30460.0,Toronto Blue Jays,0,6,3,May 21, 219,Day Game,Minnesota Twins,0,4,5, 1:10pm, Target Field,Saturday,2016,on grass
25839.0,Washington Nationals,1,8,2,May 21, 313,Night Game,Miami Marlins,0,10,3, 7:15pm, Marlins Park,Saturday,2016,on grass
35040.0,Texas Rangers,0,6,2,May 21, 241,Night Game,Houston Astros,0,3,1, 6:15pm, Minute Maid Park,Saturday,2016,on grass
32316.0,Tampa Bay Rays,0,6,4,May 21, 258,Day Game,Detroit Tigers,0,8,5, 4:10pm, Comerica Park,Saturday,2016,on grass
38200.0,Seattle Mariners,0,6,4,May 21, 252,Day Game,Cincinnati Reds,1,4,0, 4:12pm, Great American Ball Park,Saturday,2016,on grass
27631.0,Kansas City Royals,1,8,2,May 21, 305,Day Game,Chicago White Sox,0,7,1, 1:11pm, U.S. Cellular Field,Saturday,2016,on grass
37254.0,Cleveland Indians,0,2,1,May 21, 317,Day Game,Boston Red Sox,2,13,9, 4:06pm, Fenway Park,Saturday,2016,on grass
40137.0,Baltimore Orioles,0,5,3,May 21, 308,Night Game,Los Angeles Angels of Anaheim,0,9,1, 7:08pm, Angel Stadium of Anaheim,Saturday,2016,on grass
43301.0,Arizona Diamondbacks,2,15,11,May 20, 346,Night Game,St. Louis Cardinals,1,11,7, 7:15pm, Busch Stadium III,Friday,2016,on grass
41750.0,Chicago Cubs,0,11,8,May 20, 311,Night Game,San Francisco Giants,0,6,1, 7:16pm, AT&T Park,Friday,2016,on grass
31836.0,Los Angeles Dodgers,0,11,6,May 20, 325,Night Game,San Diego Padres,0,7,7, 7:42pm, Petco Park,Friday,2016,on grass
23428.0,Colorado Rockies,1,12,1,May 20, 233,Night Game,Pittsburgh Pirates,0,8,2, 7:07pm, PNC Park,Friday,2016,on grass
26417.0,San Francisco Giants,0,9,3,May 19, 256,Night Game,San Diego Padres,1,4,1, 6:11pm, Petco Park,Thursday,2016,on grass
23074.0,Atlanta Braves,0,7,2,May 19, 256,Night Game,Pittsburgh Pirates,0,11,8, 7:07pm, PNC Park,Thursday,2016,on grass
17456.0,New York Yankees,0,10,4,May 19, 239,Night Game,Oakland Athletics,1,6,1, 7:07pm, Oakland-Alameda County Coliseum,Thursday,2016,on grass
39494.0,Washington Nationals,0,11,9,May 19, 312,Night Game,New York Mets,1,6,1, 7:11pm, Citi Field,Thursday,2016,on grass
25435.0,Toronto Blue Jays,1,9,3,May 19, 307,Night Game,Minnesota Twins,0,4,2, 7:11pm, Target Field,Thursday,2016,on grass
38781.0,Chicago Cubs,1,6,3,May 19, 258,Day Game,Milwaukee Brewers,0,8,5, 12:42pm, Miller Park,Thursday,2016,on grass
21173.0,Cleveland Indians,1,10,7,May 19, 248,Night Game,Cincinnati Reds,2,5,2, 7:11pm, Great American Ball Park,Thursday,2016,on grass
20096.0,Houston Astros,0,4,1,May 19, 211,Night Game,Chicago White Sox,0,5,2, 7:10pm, U.S. Cellular Field,Thursday,2016,on grass
35012.0,Seattle Mariners,0,9,7,May 19, 301,Day Game,Baltimore Orioles,1,6,2, 12:38pm, Oriole Park at Camden Yards,Thursday,2016,on grass
45007.0,Los Angeles Dodgers,0,6,4,May 19, 306,Night Game,Los Angeles Angels of Anaheim,0,11,7, 7:07pm, Angel Stadium of Anaheim,Thursday,2016,on grass
29078.0,Tampa Bay Rays,0,10,6,May 18, 248,Night Game,Toronto Blue Jays,1,4,3, 7:08pm, Rogers Centre,Wednesday,2016,on turf
42618.0,Colorado Rockies,1,6,0,May 18, 254,Night Game,St. Louis Cardinals,1,7,2, 7:16pm, Busch Stadium III,Wednesday,2016,on grass
23518.0,San Francisco Giants,0,4,2,May 18, 233,Night Game,San Diego Padres,1,4,1, 7:11pm, Petco Park,Wednesday,2016,on grass
18201.0,Atlanta Braves,0,10,3,May 18, 238,Night Game,Pittsburgh Pirates,0,6,1, 7:09pm, PNC Park,Wednesday,2016,on grass
29579.0,Miami Marlins,1,6,2,May 18, 229,Day Game,Philadelphia Phillies,0,8,4, 1:08pm, Citizens Bank Park,Wednesday,2016,on grass
14323.0,Texas Rangers,0,4,1,May 18, 231,Day Game,Oakland Athletics,0,12,8, 12:37pm, Oakland-Alameda County Coliseum,Wednesday,2016,on grass
30100.0,Washington Nationals,0,8,7,May 18, 342,Night Game,New York Mets,0,6,1, 7:10pm, Citi Field,Wednesday,2016,on grass
31212.0,Chicago Cubs,1,10,2,May 18, 500,Night Game,Milwaukee Brewers,1,6,1, 7:10pm, Miller Park,Wednesday,2016,on grass
23739.0,Boston Red Sox,0,10,5,May 18, 306,Night Game,Kansas City Royals,0,6,2, 7:15pm, Kauffman Stadium,Wednesday,2016,on grass
33613.0,Boston Red Sox,0,9,2,May 18, 223,Day Game,Kansas City Royals,0,5,3, 1:16pm, Kauffman Stadium,Wednesday,2016,on grass
29035.0,Minnesota Twins,3,7,3,May 18, 257,Day Game,Detroit Tigers,0,13,6, 1:10pm, Comerica Park,Wednesday,2016,on grass
22815.0,Cleveland Indians,0,10,8,May 18, 421,Night Game,Cincinnati Reds,2,10,7, 7:11pm, Great American Ball Park,Wednesday,2016,on grass
14936.0,Houston Astros,0,13,5,May 18, 257,Night Game,Chicago White Sox,0,10,3, 7:11pm, U.S. Cellular Field,Wednesday,2016,on grass
21167.0,Seattle Mariners,1,7,2,May 18, 259,Night Game,Baltimore Orioles,0,8,5, 7:07pm, Oriole Park at Camden Yards,Wednesday,2016,on grass
32191.0,New York Yankees,0,11,4,May 18, 312,Night Game,Arizona Diamondbacks,0,2,2, 6:40pm, Chase Field,Wednesday,2016,on grass
44006.0,Los Angeles Dodgers,2,8,1,May 18, 312,Night Game,Los Angeles Angels of Anaheim,0,12,8, 7:07pm, Angel Stadium of Anaheim,Wednesday,2016,on grass
27321.0,Tampa Bay Rays,0,17,12,May 17, 243,Night Game,Toronto Blue Jays,2,5,2, 7:07pm, Rogers Centre,Tuesday,2016,on turf
41109.0,Colorado Rockies,0,7,3,May 17, 244,Night Game,St. Louis Cardinals,1,6,1, 7:15pm, Busch Stadium III,Tuesday,2016,on grass
24433.0,San Francisco Giants,1,10,5,May 17, 247,Night Game,San Diego Padres,1,5,1, 7:11pm, Petco Park,Tuesday,2016,on grass
19400.0,Atlanta Braves,3,15,9,May 17, 336,Night Game,Pittsburgh Pirates,1,21,12, 7:09pm, PNC Park,Tuesday,2016,on grass
18140.0,Miami Marlins,1,8,1,May 17, 253,Night Game,Philadelphia Phillies,0,6,3, 7:08pm, Citizens Bank Park,Tuesday,2016,on grass
12718.0,Texas Rangers,0,15,5,May 17, 245,Night Game,Oakland Athletics,2,12,8, 7:07pm, Oakland-Alameda County Coliseum,Tuesday,2016,on grass
36701.0,Washington Nationals,0,5,0,May 17, 232,Night Game,New York Mets,0,4,2, 7:10pm, Citi Field,Tuesday,2016,on grass
24361.0,Chicago Cubs,0,3,2,May 17, 210,Night Game,Milwaukee Brewers,0,5,4, 7:12pm, Miller Park,Tuesday,2016,on grass
42514.0,Los Angeles Angels of Anaheim,1,4,1,May 17, 212,Night Game,Los Angeles Dodgers,0,13,5, 7:10pm, Dodger Stadium,Tuesday,2016,on grass
25215.0,Boston Red Sox,2,8,4,May 17, 254,Night Game,Kansas City Royals,0,11,8, 7:15pm, Kauffman Stadium,Tuesday,2016,on grass
27652.0,Minnesota Twins,0,7,2,May 17, 255,Night Game,Detroit Tigers,0,10,7, 7:10pm, Comerica Park,Tuesday,2016,on grass
13095.0,Cincinnati Reds,0,5,1,May 17, 319,Night Game,Cleveland Indians,0,17,13, 6:10pm, Progressive Field,Tuesday,2016,on grass
13481.0,Houston Astros,0,11,6,May 17, 354,Night Game,Chicago White Sox,2,11,5, 7:11pm, U.S. Cellular Field,Tuesday,2016,on grass
14477.0,Seattle Mariners,1,12,10,May 17, 241,Night Game,Baltimore Orioles,1,2,0, 7:07pm, Oriole Park at Camden Yards,Tuesday,2016,on grass
30913.0,New York Yankees,2,6,3,May 17, 247,Night Game,Arizona Diamondbacks,0,10,5, 6:40pm, Chase Field,Tuesday,2016,on grass
26516.0,Tampa Bay Rays,0,17,13,May 16, 254,Night Game,Toronto Blue Jays,1,8,2, 7:07pm, Rogers Centre,Monday,2016,on turf
16905.0,Atlanta Braves,0,9,5,May 16, 255,Night Game,Pittsburgh Pirates,1,14,8, 7:09pm, PNC Park,Monday,2016,on grass
28348.0,Miami Marlins,1,10,5,May 16, 307,Night Game,Philadelphia Phillies,1,10,3, 7:07pm, Citizens Bank Park,Monday,2016,on grass
10068.0,Texas Rangers,1,4,1,May 16, 228,Night Game,Oakland Athletics,0,4,3, 7:07pm, Oakland-Alameda County Coliseum,Monday,2016,on grass
39583.0,Los Angeles Angels of Anaheim,1,12,7,May 16, 400,Night Game,Los Angeles Dodgers,0,9,6, 7:10pm, Dodger Stadium,Monday,2016,on grass
25925.0,Minnesota Twins,0,11,8,May 16, 248,Night Game,Detroit Tigers,3,14,10, 7:10pm, Comerica Park,Monday,2016,on grass
12184.0,Cincinnati Reds,2,12,6,May 16, 313,Night Game,Cleveland Indians,1,19,15, 6:10pm, Progressive Field,Monday,2016,on grass
32718.0,New York Yankees,2,8,2,May 16, 300,Night Game,Arizona Diamondbacks,1,15,12, 6:50pm, Chase Field,Monday,2016,on grass
36786.0,Miami Marlins,1,9,5,May 15, 303,Day Game,Washington Nationals,2,7,1, 1:35pm, Nationals Park,Sunday,2016,on grass
41327.0,Toronto Blue Jays,0,12,6,May 15, 329,Day Game,Texas Rangers,1,9,7, 2:08pm, Globe Life Park in Arlington,Sunday,2016,on grass
19545.0,Oakland Athletics,1,12,7,May 15, 305,Day Game,Tampa Bay Rays,0,6,6, 1:10pm, Tropicana Field,Sunday,2016,on turf
40852.0,Los Angeles Angels of Anaheim,0,9,3,May 15, 255,Day Game,Seattle Mariners,0,2,0, 1:10pm, Safeco Field,Sunday,2016,on grass
41979.0,Chicago White Sox,2,12,5,May 15, 336,Day Game,New York Yankees,0,10,7, 1:09pm, Yankee Stadium III,Sunday,2016,on grass
26306.0,San Diego Padres,0,7,2,May 15, 246,Day Game,Milwaukee Brewers,0,11,3, 1:11pm, Miller Park,Sunday,2016,on grass
51350.0,St. Louis Cardinals,0,7,5,May 15, 300,Night Game,Los Angeles Dodgers,0,6,2, 5:09pm, Dodger Stadium,Sunday,2016,on grass
33861.0,Atlanta Braves,0,10,2,May 15, 416,Day Game,Kansas City Royals,1,12,4, 1:18pm, Kauffman Stadium,Sunday,2016,on grass
36901.0,New York Mets,0,8,3,May 15, 232,Day Game,Colorado Rockies,0,6,4, 2:11pm, Coors Field,Sunday,2016,on grass
13236.0,Minnesota Twins,0,7,5,May 15, 239,Day Game,Cleveland Indians,1,9,1, 1:11pm, Progressive Field,Sunday,2016,on grass
40814.0,Pittsburgh Pirates,0,5,2,May 15, 255,Day Game,Chicago Cubs,0,4,1, 1:20pm, Wrigley Field,Sunday,2016,on grass
35736.0,Houston Astros,2,8,9,May 15, 340,Day Game,Boston Red Sox,3,14,10, 1:34pm, Fenway Park,Sunday,2016,on grass
37890.0,Detroit Tigers,1,13,6,May 15, 338,Day Game,Baltimore Orioles,0,7,5, 1:38pm, Oriole Park at Camden Yards,Sunday,2016,on grass
25007.0,San Francisco Giants,1,4,2,May 15, 300,Day Game,Arizona Diamondbacks,0,8,1, 1:10pm, Chase Field,Sunday,2016,on grass
30019.0,Miami Marlins,0,11,7,May 14, 255,Night Game,Washington Nationals,0,5,1, 7:05pm, Nationals Park,Saturday,2016,on grass
28634.0,Miami Marlins,3,8,4,May 14, 322,Day Game,Washington Nationals,1,9,6, 1:07pm, Nationals Park,Saturday,2016,on grass
47115.0,Toronto Blue Jays,0,10,5,May 14, 301,Night Game,Texas Rangers,1,9,6, 7:09pm, Globe Life Park in Arlington,Saturday,2016,on grass
28158.0,Oakland Athletics,1,2,0,May 14, 236,Night Game,Tampa Bay Rays,0,8,6, 6:10pm, Tropicana Field,Saturday,2016,on turf
42038.0,Los Angeles Angels of Anaheim,0,13,9,May 14, 329,Night Game,Seattle Mariners,1,11,7, 6:10pm, Safeco Field,Saturday,2016,on grass
29535.0,Cincinnati Reds,0,7,3,May 14, 245,Night Game,Philadelphia Phillies,1,10,4, 7:43pm, Citizens Bank Park,Saturday,2016,on grass
39691.0,Chicago White Sox,0,5,1,May 14, 224,Day Game,New York Yankees,0,5,2, 1:08pm, Yankee Stadium III,Saturday,2016,on grass
28896.0,San Diego Padres,4,13,8,May 14, 504,Night Game,Milwaukee Brewers,0,10,7, 6:10pm, Miller Park,Saturday,2016,on grass
48459.0,St. Louis Cardinals,1,5,3,May 14, 245,Night Game,Los Angeles Dodgers,2,6,5, 6:09pm, Dodger Stadium,Saturday,2016,on grass
36541.0,Atlanta Braves,1,11,5,May 14, 243,Night Game,Kansas City Royals,0,8,0, 6:17pm, Kauffman Stadium,Saturday,2016,on grass
34362.0,New York Mets,1,13,4,May 14, 311,Night Game,Colorado Rockies,1,12,7, 6:11pm, Coors Field,Saturday,2016,on grass
15428.0,Minnesota Twins,0,11,6,May 14, 308,Day Game,Cleveland Indians,0,7,3, 4:11pm, Progressive Field,Saturday,2016,on grass
40953.0,Pittsburgh Pirates,1,3,2,May 14, 242,Day Game,Chicago Cubs,0,11,8, 1:20pm, Wrigley Field,Saturday,2016,on grass
37430.0,Houston Astros,0,11,5,May 14, 413,Day Game,Boston Red Sox,0,14,6, 1:07pm, Fenway Park,Saturday,2016,on grass
32174.0,Detroit Tigers,1,5,3,May 14, 244,Night Game,Baltimore Orioles,0,11,9, 7:07pm, Oriole Park at Camden Yards,Saturday,2016,on grass
32448.0,San Francisco Giants,1,12,5,May 14, 305,Night Game,Arizona Diamondbacks,0,8,3, 5:10pm, Chase Field,Saturday,2016,on grass
28232.0,Miami Marlins,0,8,3,May 13, 319,Night Game,Washington Nationals,2,9,5, 7:08pm, Nationals Park,Friday,2016,on grass
40344.0,Toronto Blue Jays,0,9,5,May 13, 238,Night Game,Texas Rangers,1,3,0, 7:07pm, Globe Life Park in Arlington,Friday,2016,on grass
21753.0,San Francisco Giants,0,8,3,May 13, 300,Night Game,Arizona Diamondbacks,0,8,1, 6:40pm, Chase Field,Friday,2016,on grass
35944.0,Kansas City Royals,0,9,3,May 12, 245,Night Game,New York Yankees,0,7,7, 7:08pm, Yankee Stadium III,Thursday,2016,on grass
17374.0,San Diego Padres,0,7,3,May 12, 251,Night Game,Milwaukee Brewers,0,8,0, 7:10pm, Miller Park,Thursday,2016,on grass
41765.0,New York Mets,0,3,0,May 12, 213,Night Game,Los Angeles Dodgers,0,8,5, 7:10pm, Dodger Stadium,Thursday,2016,on grass
34982.0,Houston Astros,1,7,1,May 12, 256,Night Game,Boston Red Sox,1,14,11, 7:10pm, Fenway Park,Thursday,2016,on grass
14918.0,Detroit Tigers,0,13,5,May 12, 316,Night Game,Baltimore Orioles,1,12,7, 7:07pm, Oriole Park at Camden Yards,Thursday,2016,on grass
15643.0,Philadelphia Phillies,0,10,7,May 12, 314,Night Game,Atlanta Braves,1,8,4, 7:20pm, Turner Field,Thursday,2016,on grass
19461.0,San Francisco Giants,0,8,4,May 12, 313,Night Game,Arizona Diamondbacks,0,10,2, 6:40pm, Chase Field,Thursday,2016,on grass
35413.0,St. Louis Cardinals,1,18,12,May 12, 356,Night Game,Los Angeles Angels of Anaheim,2,15,10, 7:08pm, Angel Stadium of Anaheim,Thursday,2016,on grass
35695.0,Detroit Tigers,0,6,2,May 11, 238,Night Game,Washington Nationals,0,9,3, 7:06pm, Nationals Park,Wednesday,2016,on grass
29023.0,Chicago White Sox,0,11,5,May 11, 307,Day Game,Texas Rangers,2,10,6, 1:07pm, Globe Life Park in Arlington,Wednesday,2016,on grass
41372.0,Toronto Blue Jays,2,11,4,May 11, 428,Day Game,San Francisco Giants,2,12,5, 12:45pm, AT&T Park,Wednesday,2016,on grass
23000.0,Tampa Bay Rays,0,10,5,May 11, 401,Day Game,Seattle Mariners,0,8,6, 12:40pm, Safeco Field,Wednesday,2016,on grass
31226.0,Kansas City Royals,0,9,7,May 11, 318,Night Game,New York Yankees,0,7,3, 7:09pm, Yankee Stadium III,Wednesday,2016,on grass
25094.0,Baltimore Orioles,0,16,9,May 11, 254,Day Game,Minnesota Twins,0,8,2, 12:10pm, Target Field,Wednesday,2016,on grass
19893.0,Milwaukee Brewers,0,8,2,May 11, 229,Night Game,Miami Marlins,0,5,3, 7:10pm, Marlins Park,Wednesday,2016,on grass
40970.0,New York Mets,1,8,4,May 11, 304,Night Game,Los Angeles Dodgers,0,7,3, 7:10pm, Dodger Stadium,Wednesday,2016,on grass
24453.0,Cleveland Indians,0,14,3,May 11, 509,Day Game,Houston Astros,1,10,5, 1:10pm, Minute Maid Park,Wednesday,2016,on grass
34890.0,Arizona Diamondbacks,1,13,7,May 11, 319,Day Game,Colorado Rockies,0,14,8, 1:09pm, Coors Field,Wednesday,2016,on grass
14694.0,Pittsburgh Pirates,0,6,5,May 11, 304,Night Game,Cincinnati Reds,1,6,4, 7:09pm, Great American Ball Park,Wednesday,2016,on grass
37828.0,San Diego Padres,1,3,1,May 11, 245,Night Game,Chicago Cubs,0,4,0, 7:06pm, Wrigley Field,Wednesday,2016,on grass
34508.0,San Diego Padres,2,10,7,May 11, 315,Day Game,Chicago Cubs,3,9,4, 12:06pm, Wrigley Field,Wednesday,2016,on grass
33283.0,Oakland Athletics,0,8,3,May 11, 317,Night Game,Boston Red Sox,0,17,13, 7:10pm, Fenway Park,Wednesday,2016,on grass
13760.0,Philadelphia Phillies,2,4,1,May 11, 220,Night Game,Atlanta Braves,0,10,5, 7:10pm, Turner Field,Wednesday,2016,on grass
33378.0,St. Louis Cardinals,1,9,5,May 11, 300,Night Game,Los Angeles Angels of Anaheim,1,4,2, 7:08pm, Angel Stadium of Anaheim,Wednesday,2016,on grass
24476.0,Detroit Tigers,0,9,5,May 10, 316,Night Game,Washington Nationals,0,11,4, 7:05pm, Nationals Park,Tuesday,2016,on grass
25804.0,Chicago White Sox,0,13,11,May 10, 322,Night Game,Texas Rangers,1,17,13, 7:07pm, Globe Life Park in Arlington,Tuesday,2016,on grass
41464.0,Toronto Blue Jays,1,9,4,May 10, 229,Night Game,San Francisco Giants,0,6,0, 7:15pm, AT&T Park,Tuesday,2016,on grass
16013.0,Tampa Bay Rays,1,6,4,May 10, 246,Night Game,Seattle Mariners,0,11,6, 7:10pm, Safeco Field,Tuesday,2016,on grass
39128.0,Kansas City Royals,1,9,7,May 10, 307,Night Game,New York Yankees,0,13,10, 7:08pm, Yankee Stadium III,Tuesday,2016,on grass
21586.0,Baltimore Orioles,0,14,5,May 10, 301,Night Game,Minnesota Twins,1,6,3, 7:11pm, Target Field,Tuesday,2016,on grass
17225.0,Milwaukee Brewers,0,12,10,May 10, 317,Night Game,Miami Marlins,2,8,2, 7:11pm, Marlins Park,Tuesday,2016,on grass
38858.0,New York Mets,0,5,2,May 10, 252,Night Game,Los Angeles Dodgers,1,10,3, 7:10pm, Dodger Stadium,Tuesday,2016,on grass
23976.0,Cleveland Indians,0,8,4,May 10, 238,Night Game,Houston Astros,0,4,0, 7:10pm, Minute Maid Park,Tuesday,2016,on grass
23363.0,Arizona Diamondbacks,1,14,5,May 10, 308,Night Game,Colorado Rockies,0,4,1, 6:41pm, Coors Field,Tuesday,2016,on grass
34680.0,San Diego Padres,0,8,7,May 10, 313,Night Game,Chicago Cubs,1,12,8, 7:07pm, Wrigley Field,Tuesday,2016,on grass
32167.0,Oakland Athletics,2,15,5,May 10, 307,Night Game,Boston Red Sox,1,16,13, 7:10pm, Fenway Park,Tuesday,2016,on grass
14490.0,Philadelphia Phillies,0,9,3,May 10, 233,Night Game,Atlanta Braves,1,6,2, 7:10pm, Turner Field,Tuesday,2016,on grass
30679.0,St. Louis Cardinals,1,14,8,May 10, 257,Night Game,Los Angeles Angels of Anaheim,1,7,1, 7:09pm, Angel Stadium of Anaheim,Tuesday,2016,on grass
27153.0,Detroit Tigers,1,7,4,May 9, 257,Night Game,Washington Nationals,0,7,5, 7:09pm, Nationals Park,Monday,2016,on grass
22958.0,Chicago White Sox,0,15,8,May 9, 358,Night Game,Texas Rangers,2,9,4, 7:08pm, Globe Life Park in Arlington,Monday,2016,on grass
41256.0,Toronto Blue Jays,0,7,3,May 9, 252,Night Game,San Francisco Giants,0,4,1, 7:17pm, AT&T Park,Monday,2016,on grass
41243.0,Kansas City Royals,0,10,3,May 9, 241,Night Game,New York Yankees,1,9,6, 7:10pm, Yankee Stadium III,Monday,2016,on grass
16769.0,Milwaukee Brewers,3,5,1,May 9, 307,Night Game,Miami Marlins,1,12,4, 7:11pm, Marlins Park,Monday,2016,on grass
42186.0,New York Mets,2,8,4,May 9, 308,Night Game,Los Angeles Dodgers,1,6,2, 7:10pm, Dodger Stadium,Monday,2016,on grass
20222.0,Cleveland Indians,1,3,1,May 9, 249,Night Game,Houston Astros,1,8,7, 7:10pm, Minute Maid Park,Monday,2016,on grass
22053.0,Arizona Diamondbacks,1,12,10,May 9, 323,Night Game,Colorado Rockies,0,13,5, 6:41pm, Coors Field,Monday,2016,on grass
12103.0,Pittsburgh Pirates,0,5,2,May 9, 237,Night Game,Cincinnati Reds,0,9,3, 7:10pm, Great American Ball Park,Monday,2016,on grass
35227.0,Oakland Athletics,0,11,7,May 9, 346,Night Game,Boston Red Sox,1,15,14, 7:10pm, Fenway Park,Monday,2016,on grass
46665.0,Los Angeles Dodgers,1,8,4,May 8, 310,Day Game,Toronto Blue Jays,1,5,2, 1:08pm, Rogers Centre,Sunday,2016,on turf
42441.0,Pittsburgh Pirates,0,14,10,May 8, 327,Day Game,St. Louis Cardinals,0,10,5, 1:15pm, Busch Stadium III,Sunday,2016,on grass
41593.0,Colorado Rockies,0,9,2,May 8, 255,Day Game,San Francisco Giants,0,6,0, 1:06pm, AT&T Park,Sunday,2016,on grass
27461.0,New York Mets,0,11,4,May 8, 330,Day Game,San Diego Padres,2,8,3, 1:40pm, Petco Park,Sunday,2016,on grass
41869.0,Boston Red Sox,0,7,5,May 8, 227,Night Game,New York Yankees,1,3,1, 8:08pm, Yankee Stadium III,Sunday,2016,on grass
19625.0,Philadelphia Phillies,1,10,6,May 8, 310,Day Game,Miami Marlins,1,10,5, 1:11pm, Marlins Park,Sunday,2016,on grass
28148.0,Seattle Mariners,2,5,1,May 8, 257,Day Game,Houston Astros,0,9,5, 1:11pm, Minute Maid Park,Sunday,2016,on grass
